tpl_uuid,repo_url
8d18534b66f34ca8bd42a07ab0bdd7a1,https://github.com/docker/engine.git
f8ac6f2caeda4f218a0a1f9ab84faffa,https://github.com/doitsujin/dxvk.git
f8636b312a2747bd80e451500a1d12a9,https://github.com/dorian3d/DBoW2.git
0fa3648de58f4c139b5e8dd02e702343,https://github.com/dosbox-staging/dosbox-staging.git
642a43e129724c689395848b23c6f051,https://github.com/doxygen/doxygen.git
55aa6f442b8045d995432a01d83a2d4f,https://github.com/DPDK/dpdk.git
65aa0bfe69a142459aa347fe22341912,https://github.com/drh/lcc.git
27fa3fb96ef543ba856729de17a3546e,https://github.com/DroneBridge/DroneBridge.git
11ffbc5986a24407898b7e2e97a608ca,https://github.com/dropbox/json11.git
469635dfcf0f4a2da707cae968442432,https://github.com/drowe67/codec2.git
abaac639f6344d02b424203806b1da9b,https://github.com/DrTimothyAldenDavis/SuiteSparse.git
ae13ba53cdc4431d95c103d2c91c316f,https://github.com/DS-Homebrew/nds-bootstrap.git
3cc50c02dfc143d3a096b003e4187e89,https://github.com/dtschump/CImg.git
bec8124f80c64fa78a828c240ac167d1,https://github.com/earlephilhower/ESP8266Audio.git
3c7c767e2db7418e957d5560e264e7ad,https://github.com/EasyHook/EasyHook.git
135044e05620469f900123f610f42dd8,https://github.com/ebiggers/libdeflate.git
28daf925045041f19a0b3e2bf7e53d7c,https://github.com/ec-/Quake3e.git
79b3839437244663807be21cc6385116,https://github.com/eclipse/mosquitto.git
754c92eff6d74b5ebe3ecc38df1d762e,https://github.com/eclipse/paho.mqtt.embedded-c.git
036b74dae50d414cba6becd5159cff0f,https://github.com/eclipse/sumo.git
587b327d62f04fd9a75cbe1811e73dc9,https://github.com/edenhill/librdkafka.git
2941e23153c344f1a7216370c61b8ec8,https://github.com/edouarda/brigand.git
0f1d1aa31dd34cb792df967e84961622,https://github.com/efficient/libcuckoo.git
2a2588cc7d1249d8b67bfbf72a785450,https://github.com/eggert/tz.git
d100206c1bc442c6a250cda0040c929d,https://github.com/eigenteam/eigen-git-mirror.git
8415fdae2b834d1b97c127f09c03cf75,https://github.com/electron/electron.git
6ed508fe9a6446e8814c1baea5c9c2d6,https://github.com/electronicarts/EASTL.git
